city,latitude,longitude,address
Santa Fe New Mexico 87505,35.64916,-105.920916,Albersons-Santa Fe #986
Albert Lea Minnesota 56007,43.64733,-93.368709,Albert Lea-E M Frontage Rd-Prospect
Morrow Bay California 93442,35.378687,-120.851348,Albertson-Morrow Bay #6345
Tulsa Oklahoma 74014,36.020699,-95.695396,Albertsons #2253 - E. 15th St S.
Baton Rouge Louisiana 70826,30.44342,-91.186868,Albertsons - Baton Rouge #2792
Bossier City Louisiana 71111,32.553679,-93.703879,Albertsons - Bossier City #4220
Fresno California 93710,36.82313,-119.764059,Albertsons - Fresno #7278
Fullerton California 92833,33.877243,-117.962628,Albertsons - Fullerton #6165
Huntley Illinois 60142,42.163119,-88.43564,Albertsons - Huntley #3394
South Laguna California 92677,33.507424,-117.747832,Albertsons - Laguna Beach #6575
McKinney Texas 75070,33.174,-96.698239,Albertsons - McKinney #4296
Mission Viejo California 92691,33.61941,-117.677638,Albertsons - Mission Viejo #6549
Norco California 91760,33.922929,-117.560987,Albertsons - Norco #6545
Orangevale California 95662,38.681665,-121.197894,Albertsons - Orangevale #7297
Port St Lucie Florida 34986,27.27419,-80.363324,Albertsons - Port St. Lucie #4466
San Francisco California 94132,37.721879,-122.480919,Albertsons - San Francisco #7128
San Francisco California 94117,37.770891,-122.443744,Albertsons - San Francisco #7137
San Francisco California 94132,37.721879,-122.480919,Albertsons - San Francisco #7146
San Luis Obispo California 93405,35.30799,-120.680959,Albertsons - San Luis Obispo #6372
Santa Fe New Mexico 87501,35.684082,-105.937682,Albertsons - Santa Fe #927
Scottsbluff Nebraska 69361,41.87655,-103.660079,Albertsons - Scottsbluff #894
South Jordan Utah 84095,40.558975,-111.900569,Albertsons - South Jordan #399
Tahoe City California 96145,39.164919,-120.143102,Albertsons - Tahoe City #7229
Temecula California 92592,33.49596,-117.076219,Albertsons - Temecula #6734
Trabuco Canyon California 92679,33.642365,-117.578334,Albertsons - Trabuco
Wildomar California 92595,33.61463,-117.266876,Albertsons - Wildomar #6735
Abilene Texas 79605,32.43412,-99.771529,Albertsons-Abilene #4237
Alameda California 94501,37.77105,-122.262819,Albertsons-Alameda #7031
Alexandria Louisiana 71301,31.291182,-92.461183,Albertsons-Alexandria #2715
Amarillo Texas 791064602,35.259117,-101.81086,Albertsons-Amarillo #4203
Arcadia California 91006,34.13402,-118.028229,Albertsons-Arcadia #6561
Arlington Texas 76016,32.688111,-97.190089,Albertsons-Arlington #4142
Arvada Colorado 80004,39.81485,-105.123704,Albertsons-Arvada #893
Ashland Oregon 97520,42.210868,-122.57036,Albertsons-Ashland #573
Atascadero California 93422,35.47839,-120.66876,Albertsons-Atascadero #1690 6390
Auburn Washington 98002,47.30421,-122.216164,Albertsons-Auburn #483
Auburn Washington 98002,47.30421,-122.216164,Albertsons-Auburn #491
Aurora Colorado 80011,39.74278,-104.804279,Albertsons-Aurora #841
Aurora Colorado 800152470,39.691071,-104.865898,Albertsons-Aurora #888
Aurora Colorado 80016,39.59441,-104.731473,Albertsons-Aurora #899
Austin Texas 78745,30.207242,-97.798688,Albertsons-Austin #4093
Bakersfield California 93311,35.30526,-119.122889,Albertsons-Bakersfield #6325
Bakersfield California 93312,35.39588,-119.120209,Albertsons-Bakersfield #6377
Banning California 92220,33.92232,-116.899379,Albertsons-Banning #6512
Bartlett Illinois 60103,41.979628,-88.195719,Albertsons-Bartlett #3348
Baton Rouge Louisiana 70808,30.44342,-91.186874,Albertsons-Baton Rouge #2711
Baton Rouge Louisiana 70826,30.44342,-91.186874,Albertsons-Baton Rouge #2792
Battle Ground Washington 98604,45.79133,-122.526749,Albertsons-Battle Ground #592
Belleair Bluffs Florida 33770,27.91584,-82.800806,Albertsons-Belleair Bluffs #4308
Billings Montana 59102,45.780615,-108.574349,Albertsons-Billings #2041
Blythe California 92225,33.602767,-114.615219,Albertsons-Blythe #6587
Boise Idaho 837024040,43.586048,-116.183182,Albertsons-Boise #101
Boise Idaho 837135103,43.586365,-116.183548,Albertsons-Boise #161
Boise Idaho 837052634,43.586544,-116.183281,Albertsons-Boise #162
Boise Idaho 83713,43.63948,-116.334339,Albertsons-Boise #177
Boise Idaho 83716,43.638859,-116.055797,Albertsons-Boise #184
Boise Idaho 83703,43.65188,-116.242164,Albertsons-Boise #189
Boise Idaho 83705,43.58439,-116.226049,Albertsons-Boise #193
Bonney Lake Washington 98390,47.203105,-122.232479,Albertsons-Bonney Lake #495
Brea California 92821,33.92495,-117.892709,Albertsons-Brea #6141
Brentwood California 94543,37.671198,-122.086132,Albertsons-Brentwood #7066
Burbank California 91505,34.168706,-118.344487,Albertsons-Burbank #6315
Burleson Texas 76028,32.538529,-97.311993,Albertsons-Burleson #4279
Calabasas California 91302,34.138482,-118.663981,Albertsons-Calabasas #6335
Canyon Country California 91351,34.424526,-118.473789,Albertsons-Canyon Country #6308
Carmel California 93923,36.530423,-121.884997,Albertsons-Carmel #7105
Carmichael California 95698,38.808955,-121.903549,Albertsons-Carmichael #7216
Carson California 90745,33.82467,-118.267999,Albertsons-Carson #6135
Carson California 90745,33.82467,-118.267999,Albertsons-Carson #6159
Carson City Nevada 89706,39.19543,-119.729507,Albertsons-Carson City #194
Cedar Park Texas 78613,30.49799,-97.829889,Albertsons-Cedar Park #4052
Chandler Arizona 85249,33.223452,-111.798919,Albertsons-Chandler #1021
Chandler Arizona 85226,33.3051,-111.923749,Albertsons-Chandler #997
Cheyenne Wyoming 82001,41.142538,-104.798033,Albertsons-Cheyenne #834
Cheyenne Wyoming 82009,41.20847,-104.828164,Albertsons-Cheyenne #847
Chicago Illinois 60613,41.954128,-87.658239,Albertsons-Chicago #3455
Chicago Illinois 60618,41.946665,-87.703519,Albertsons-Chicago #3501
Chico California 95926,39.745667,-121.845116,Albertsons-Chico #7275
Chino Hills California 91709,33.982616,-117.698295,Albertsons-Chino Hills #6515
Chino Hills California 91709,33.982616,-117.698295,Albertsons-Chino Hills #6592 (692)
Chula Vista California 91910,32.64551,-117.097384,Albertsons-Chula Vista #6757
Clarkston Washington 994031931,46.413601,-117.045563,Albertsons-Clarkston #241
Cleburne Texas 76031,32.36417,-97.360659,Albertsons-Cleburne #4294
Clifton New Jersey 07012,40.84251,-74.158869,Albertsons-Clifton #7946
Clovis California 93611,36.822475,-119.680269,Albertsons-Clovis #7279
College Station Texas 77845,30.57403,-96.289549,Albertsons-College Station #2702
College Station Texas 77840,30.613768,-96.325529,Albertsons-College Station #2758
Colleyville Texas 76034,32.87441,-97.163359,Albertsons-Colleyville #4270
Colorado Springs Colorado 80920,38.95514,-104.764739,Albertsons-Colorado Springs #0840
Colorado Springs Colorado 80918,38.91361,-104.773384,Albertsons-Colorado Springs #803
Corona California 92882,33.86306,-117.592925,Albertsons-Corona #6727
Corona California 91719,33.877895,-117.575039,Albertsons-Corona #696   (6796)
Covina California 91722,34.09705,-117.907689,Albertsons-Covina #697 6597
Dana Point California 92629,33.47725,-117.703695,Albertsons-Dana Point #6558
Del Mar California 92014,32.979299,-117.269231,Albertsons-Del Mar #6702
Denton Texas 76205,33.19343,-97.125359,Albertsons-Denton #4153
Denver Colorado 80231,39.670406,-104.891632,Albertsons-Denver #822
Denver Colorado 80239,39.787608,-104.82604,Albertsons-Denver #831
Denver Colorado 802306181,39.739979,-104.992264,Albertsons-Denver #836
Denver Colorado 80209,39.70658,-104.965169,Albertsons-Denver #885
Downington Pennsylvania 19335,40.021872,-75.715719,Albertsons-Downington #7767
Draper Utah 84020,40.508808,-111.866706,Albertsons-Draper #379
Draper Utah 84020,40.508808,-111.866706,Albertsons-Draper #394
Durango Colorado 81301,37.3371,-107.841759,Albertsons-Durango #801
El Cajon California 92021,32.82384,-116.909049,Albertsons-El Cajon #6771
El Centro California 92243,32.78759,-115.578584,Albertsons-El Centro #1691 6766
El Cerrito California 94530,37.899576,-122.300133,Albertsons-El Cerrito #7006
El Paso Texas 79902,31.77897,-106.494249,Albertsons-El Paso #0936
El Paso Texas 79936,31.76544,-106.292529,Albertsons-El Paso #1016
El Paso Texas 79912,31.8491,-106.540989,Albertsons-El Paso #994
Escondido California 92027,33.134501,-117.044402,Albertsons-Escondido #6713
Eugene Oregon 97402,44.06376,-123.173639,Albertsons-Eugene #507
Eugene Oregon 97402,44.06376,-123.173639,Albertsons-Eugene #513
Eugene Oregon 974016109,36.244171,-93.121399,Albertsons-Eugene #572
Everett Washington 98203,47.94404,-122.224389,Albertsons-Everett #478
Evergreen Colorado 80439,39.647228,-105.355009,Albertsons-Evergreen #815
Fallbrook California 92028,33.36788,-117.217509,Albertsons-Fallbrook #6786
Federal Way Washington 98003,47.313995,-122.312969,Albertsons-Federal Way #496
Fort Worth Texas 76132,32.672525,-97.412239,Albertsons-Fort Worth #4124
Fort Worth Texas 76109,32.70262,-97.375837,Albertsons-Fort Worth #4170
Fountain Valley California 92708,33.71032,-117.953679,Albertsons-Fountain Valley #6157
Fort Worth Texas 76109,32.70262,-97.375837,Albertsons-Ft Worth #4285
Fullerton California 92632,33.870325,-117.929104,Albertsons-Fullerton #6117
Fullerton California 92835,33.90229,-117.910459,Albertsons-Fullerton #6119
Gardena California 90247,33.892314,-118.297169,Albertsons-Gardena-#6108
Gig Harbor Washington 98332,47.400755,-122.557041,Albertsons-Gig Harbor
Gilbert Arizona 85297,33.278337,-111.714859,Albertsons-Gilbert #0929
Gilbert Arizona 85296,33.33407,-111.746579,Albertsons-Gilbert #1023
Gilbert Arizona 85296,33.33407,-111.746579,Albertsons-Gilbert #1028
Gilbert Arizona 852338443,33.329041,-111.789742,Albertsons-Gilbert #992
Gillette Wyoming 82718,44.11343,-105.456842,Albertsons-Gillette #864
Glendale Arizona 85304,33.5955,-112.176259,Albertsons-Glendale #941
Glendora California 91740,34.11697,-117.855069,Albertsons-Glendora #6601
Grand Junction Colorado 81501,39.07461,-108.549429,Albertsons-Grand Junction #0886
Grand Junction Colorado 81503,39.05755,-108.586419,Albertsons-Grand Junction #897
Grass Valley California 95945,39.218441,-121.012428,Albertsons-Grass Valley #7276
Greenwood Village Colorado 80112,39.57895,-104.878939,Albertsons-Greenwood #884
Hailey Idaho 83333,43.533241,-114.312567,Albertsons-Hailey #130
Hamilton Square New Jersey 08690,40.212345,-74.658384,Albertsons-Hamilton Square #7919
Hayward California 94544,37.63375,-122.064499,Albertsons-Hayward #7107
Hayward California 94541,37.674568,-122.086862,Albertsons-Hayward #7138
Heathrow Florida 32746,28.76203,-81.347004,Albertsons-Heathrow #4316
Henderson Nevada 89015,36.038169,-114.966119,Albertsons-Henderson #6002
Henderson Nevada 89015,-31.936621,115.801048,Albertsons-Henderson #6014
Henderson Nevada 89015,-31.90826,115.771362,Albertsons-Henderson #6019
Highlands Ranch Colorado 80126,39.542871,-104.961387,Albertsons-Highlands Ranch #806
Hillsboro Oregon 97123,45.49197,-122.955479,Albertsons-Hillsboro #590
Hillsboro Oregon 97124,45.539657,-122.940892,Albertsons-Hillsboro #591
Hollister California 95023,36.851976,-121.390279,Albertsons-Hollister #7188
Huntington Beach California 92649,33.721115,-118.044829,Albertsons-Huntington Beach #6102
Huntington Beach California 92648,33.675665,-118.003179,Albertsons-Huntington Beach #6110
Huntington Beach California 92648,33.675665,-118.003179,Albertsons-Huntington Beach #6124
Huntington Beach California 92647,33.7236,-118.006679,Albertsons-Huntington Beach #6151
Irvine California 92606,33.698128,-117.805361,Albertsons-Irvine #6596
Jackson Wyoming 83002,43.479711,-110.762403,Albertsons-Jackson #183
Jeremy Ranch Utah 84098,40.727569,-111.552148,Albertsons-Jeremy #307
Kent Washington 98031,47.40492,-122.194519,Albertsons-Kent #431
Kent Washington 98031,47.40492,-122.194519,Albertsons-Kent #474
Kingston Washington 98346,47.808648,-122.51839,Albertsons-Kingston #486
La Mirada California 90638,33.90262,-118.006999,Albertsons-La Mirada #6148
Lafayette Colorado 80026,39.997915,-105.101829,Albertsons-Lafayette #808
Lake Charles Louisiana 70605,30.165278,-93.251059,Albertsons-Lake Charles #2717
Lake Elsinore California 92530,33.657584,-117.369815,Albertsons-Lake Elsinore #6789
Lake Elsinore California 92530,33.657584,-117.369815,Albertsons-Lake Elsinore #6798
Lake Oswego Oregon 97035,45.410475,-122.710574,Albertsons-Lake Grove #521
Lakewood California 90712,33.85048,-118.147679,Albertsons-Lakewood #6197
Laramie Wyoming 82070,41.244489,-105.698698,Albertsons-Laramie #830
Largo Florida 33771,27.90632,-82.757564,Albertsons-Largo #4338
Las Vegas Nevada 89147,36.11216,-115.276489,Albertsons-Las Vegas #6004
Las Vegas Nevada 89032,36.17183,-115.139764,Albertsons-Las Vegas #6005
Las Vegas Nevada 89123,36.034725,-115.146049,Albertsons-Las Vegas #6006
Las Vegas Nevada 89131,36.30149,-115.243299,Albertsons-Las Vegas #6009
Las Vegas Nevada 89128,36.19667,-115.266453,Albertsons-Las Vegas #6011
Las Vegas Nevada 89129,36.17183,-115.139764,Albertsons-Las Vegas #6012
Las Vegas Nevada 89134,36.17183,-115.139764,Albertsons-Las Vegas #6016
Las Vegas Nevada 89129,36.17183,-115.139764,Albertsons-Las Vegas #6018
Las Vegas Nevada 89101,36.172855,-115.124019,Albertsons-Las Vegas #6021
Las Vegas Nevada 89145,36.16755,-115.271912,Albertsons-Las Vegas #6046
Las Vegas Nevada 89130,36.2551,-115.225579,Albertsons-Las Vegas #6061
Las Vegas Nevada 89121,36.11943,-115.092449,Albertsons-Las Vegas #6062
Las Vegas Nevada 82129,36.17183,-115.139764,Albertsons-Las Vegas #6090
Las Vegas Nevada 89142,36.17183,-115.139764,Albertsons-Las Vegas #6091
Lemon Grove California 91945,32.727701,-117.036018,Albertsons-Lemon Grove #6707
Lewisville Texas 75067,33.019081,-97.003939,Albertsons-Lewisville #4148
Littleton Colorado 80127,39.58603,-105.128999,Albertsons-Littleton #839
Littleton Colorado 801232800,39.61692,-105.014519,Albertsons-Littleton #874
Littleton Colorado 80122,39.58022,-104.956352,Albertsons-Littleton #895
Lomita California 90717,33.79374,-118.315484,Albertsons-Lomita #6107
Long Beach California 90803,33.761116,-118.127997,Albertsons-Long Beach #6120
Lynnwood Washington 98036,47.81151,-122.283269,Albertsons-Lynnwood #0485
Marina Del Rey California 90292,33.98592,-118.452219,Albertsons-Marina Del Rey #6104
Marlboro New Jersey 07746,40.313963,-74.248751,Albertsons-Marlboro #7939
Martinez California 94553,37.994542,-122.11011,Albertsons-Martinez #7021
Marysville Washington 982705505,48.059681,-122.176903,Albertsons-Marysville #471
Media Pennsylvania 19063,39.917085,-75.40644,Albertsons-Media #7876
Mercer Island Washington 980402811,47.55563,-122.226509,Albertsons-Mercer Island #450
Mesa Arizona 85212,33.34291,-111.63567,Albertsons-Mesa #1002
Mesa Arizona 85201,33.430425,-111.846739,Albertsons-Mesa #942
Mesa Arizona 85207,33.444085,-111.644149,Albertsons-Mesa #989
Mesa Arizona 85203,33.43833,-111.804209,Albertsons-Mesa #993
Mill Creek Washington 980121228,30.162643,-96.409271,Albertsons-Mill Creek #458
Milton Washington 98354,47.249639,-122.312668,Albertsons-Milton #472
Mission Viejo California 92691,33.61941,-117.677638,Albertsons-Mission Viejo #6517
Missoula Montana 59801,46.85605,-114.014219,Albertsons-Missoula #2010
Mount Lake Terrace Washington 98043,47.79202,-122.305449,Albertsons-Mt Lake Terrace #414
Lynnwood Washington 98037,47.83937,-122.287369,Albertsons-Mukilteo #469
Napa California 94558,38.334447,-122.296926,Albertsons-Napa #7231
Naperville Illinois 60563,41.814551,-88.113887,Albertsons-Naperville #3185
Naples Florida 34108,26.24395,-81.805649,Albertsons-Naples #4417
Newbury Park California 91320,34.176121,-118.940572,Albertsons-Newbury Park #6391
Newport Beach California 92662,33.60635,-117.893449,Albertsons-Newport Beach #6577
Norman Oklahoma 730696359,35.220749,-97.446617,Albertsons-Norman #2219
Norman Oklahoma 73071,35.22385,-97.418326,Albertsons-Norman #2255
Norman Oklahoma 730696359,35.220749,-97.446617,Albertsons-Norman OK #2219
Oak Harbor Washington 98277,48.30671,-122.643584,Albertsons-Oak Harbor #402
Oceanside California 92056,33.19861,-117.284369,Albertsons-Oceanside #6733
Olympia Washington 98501,47.011528,-122.878189,Albertsons-Olympia #415
Orange California 92867,33.813701,-117.822015,Albertsons-Orange #6534
Orange California 92869,33.791259,-117.795788,Albertsons-Orange #6585
Orcutt California 93455,34.884626,-120.430369,Albertsons-Orcutt #1694 6394
Orlando Florida 32835,28.522886,-81.484799,Albertsons-Orlando #4463
Oxnard California 93030,34.206435,-119.174049,Albertsons-Oxnard #6217
Pahrump Nevada 89048,36.175605,-115.997869,Albertsons-Pahrump #6041
Palm Coast Florida 32137,29.554433,-81.214529,Albertsons-Palm Coast #4469
Palm Desert California 92211,33.763065,-116.324469,Albertsons-Palm Desert #6567
Palm Springs California 92262,33.89066,-116.618864,Albertsons-Palm Springs #6569
Palmdale California 93552,34.562084,-118.037219,Albertsons-Palmdale #6303
Palmdale California 93551,34.6024,-118.183174,Albertsons-Palmdale #6333
Park City Utah 84060,40.68045,-111.501659,Albertsons-Park City #365
Paso Robles California 93446,35.646252,-120.645424,Albertsons-Paso Robles #6314
Peoria Arizona 853822125,33.58094,-112.242302,Albertsons-Peoria #991
Peoria Arizona 85381,33.60964,-112.232225,Albertsons-Peoria #998
Petaluma California 94952,38.25093,-122.862725,Albertsons-Petaluma #7037
Phoenix Arizona 85009,33.456395,-112.123819,Albertsons-Phoenix #1004
Phoenix Arizona 85050,33.67695,-112.000889,Albertsons-Phoenix #1025
Phoenix Arizona 85032,33.6248,-112.002509,Albertsons-Phoenix #985
Pittsburgh California 94565,38.01548,-121.909069,Albertsons-Pittsburg #792 7092
Placerville California 95667,38.723025,-120.834189,Albertsons-Placerville #7256
Plainfield Illinois 60544,41.681259,-88.166534,Albertsons-Plainfield #3190
Murphy Texas 75094,33.021199,-96.613789,Albertsons-Plano #4101
Pleasant Hill California 94523,37.949907,-122.059498,Albertsons-Pleasant Hill #7062
Pleasanton California 94566,37.665165,-121.878429,Albertsons-Pleasanton #7002
Port Orchard Washington 98367,47.541035,-122.638474,Albertsons-Port Orchard #419
Port Orchard Washington 98366,47.5315,-122.598909,Albertsons-Port Orchard #475
Portland Oregon 97221,45.496109,-122.727757,Albertsons-Portland #505
Portland Oregon 97266,45.481905,-122.560629,Albertsons-Portland #509
Portland Oregon 97255,45.511795,-122.675629,Albertsons-Portland #582
Portland Oregon 97229,45.544531,-122.817029,Albertsons-Portland #596
Puyallup Washington 98373,47.14889,-122.322834,Albertsons-Puyallup #468
Ramona California 92065,33.033,-116.847109,Albertsons-Ramona #6725
Rancho Cucamonga California 91737,34.1467,-117.579659,Albertsons-Ranch Cucamonga #6520
Rancho Cucamonga California 91730,34.091117,-117.560273,Albertsons-Rancho Cucamonga #6523
Rancho Santa Margarita California 92688,33.586749,-117.630002,Albertsons-Rancho Santa Margarita #
Randolph New Jersey 07869,40.848608,-74.561712,Albertsons-Randolph #7927
Rapid City South Dakota 57701,44.081165,-103.230889,Albertsons-Rapid City SD #845
Redlands California 923735814,34.051331,-117.151138,Albertsons-Redlands #6519
Redondo Beach California 90277,33.830091,-118.383963,Albertsons-Redondo Beach #6127
Redwood City California 94061,37.463171,-122.23321,Albertsons-Redwood City #7127
Renton Washington 98058,47.44597,-122.14504,Albertsons-Renton #470
Ridgecrest California 93555,35.62247,-117.651139,Albertsons-Ridgecrest #6331
Riverside California 92508,33.89309,-117.322699,Albertsons-Riverside #6514
Roanoke Texas 76262,32.97834,-97.271904,Albertsons-Roanoke #4149
Roseburg Oregon 97470,43.22435,-123.378299,Albertsons-Roseburg #515
Roswell New Mexico 882015635,33.394821,-104.522774,Albertsons-Roswell #990
Sacramento California 95823,38.474355,-121.444149,Albertsons-Sacramento #7202
Sacramento California 95819,38.568485,-121.440351,Albertsons-Sacramento #7236
Sacramento California 958265105,38.579048,-121.490982,Albertsons-Sacramento #7240
Sacramento California 95833,38.617316,-121.502502,Albertsons-Sacramento #7273
Sacramento California 95828,38.48168,-121.399609,Albertsons-Sacramento #7298
Holladay Utah 84117,40.671425,-111.824564,Albertsons-Salt Lake City
Salt Lake City Utah 84108,40.74481,-111.813186,Albertsons-Salt Lake City #371
Salt Lake City Utah 84121,40.62658,-111.824759,Albertsons-Salt Lake City #395
San Clemente California 92672,33.440823,-117.639573,Albertsons-San Clemente #6509
San Clemente California 92673,33.461258,-117.615981,Albertsons-San Clemente #6563
San Diego California 92122,32.715685,-117.161724,Albertsons-San Diego #6703
San Diego California 92129,32.962981,-117.128379,Albertsons-San Diego #6742
San Diego California 92126,32.915607,-117.14025,Albertsons-San Diego #6770
San Diego California 92105,32.73932,-117.094432,Albertsons-San Diego #6801
San Diego California 92129,32.962981,-117.128379,Albertsons-San Diego #689 6772
San Dimas California 91773,34.145667,-117.776199,Albertsons-San Dimas #6594
San Jose California 95138,37.338475,-121.885794,Albertsons-San Jose #7102
San Jose California 95124,37.256557,-121.922709,Albertsons-San Jose #7106
San Jose California 95130,37.287838,-121.982896,Albertsons-San Jose #7111
San Jose California 95148,37.338475,-121.885794,Albertsons-San Jose #7135
San Jose California 95123,37.244938,-121.83256,Albertsons-San Jose #7142
San Jose California 951363914,37.338451,-121.88578,Albertsons-San Jose #7154
San Leandro California 94578,37.713258,-122.145873,Albertsons-San Leandro #7071
San Lorenzo California 94580,37.677885,-122.131477,Albertsons-San Lorenzo #7030
San Pedro California 90732,33.73836,-118.311864,Albertsons-San Pedro #6164 (6123)
San Ramon California 94583,37.751739,-121.957369,Albertsons-San Ramon#7001
Sandy Utah 84093,40.5949,-111.831379,Albertsons-Sandy #391
Santa Ana California 92704,33.72488,-117.903034,Albertsons-Santa Ana #6531
Santa Fe New Mexico 87501,35.684082,-105.937682,Albertsons-Santa Fe #987
Santa Maria California 93455,34.90721,-120.432434,Albertsons-Santa Maria #6348
Santa Monica California 90403,34.028375,-118.493504,Albertsons-Santa Monica #6136
Santa Monica California 90405,34.02778,-118.453049,Albertsons-Santa Monica #6162
Santa Rosa California 95405,38.43867,-122.672879,Albertsons-Santa Rosa #7016
Santa Rosa California 95403,38.48285,-122.748289,Albertsons-Santa Rosa #7090
Sarasota Florida 34243,27.4031,-82.522199,Albertsons-Sarasota #4465
Saugus California 91350,34.438309,-118.512239,Albertsons-Saugus #6360
Scottsdale Arizona 85260,33.61002,-111.886564,Albertsons-Scottsdale #969
Scottsdale Arizona 85250,33.53452,-111.925604,Albertsons-Scottsdale #979
Scottsdale Arizona 85259,33.58644,-111.817689,Albertsons-Scottsdale #983
Seattle Washington 98133,47.73897,-122.343869,Albertsons-Seattle #410
Sebastopol California 95472,38.403244,-122.817266,Albertsons-Sebastopol #7061
Sherwood Oregon 97140,45.368565,-122.813859,Albertsons-Sherwood #579
Silverdale Washington 98383,47.66217,-122.692989,Albertsons-Silverdale #492
Simi Valley California 93065,34.26411,-118.774991,Albertsons-Simi Valley #684 6393
Sparks Nevada 89436,39.6186,-119.700643,Albertsons-Sparks #185
Spokane Washington 99203,47.62958,-117.405849,Albertsons-Spokane #240
Spokane Washington 992181951,47.654148,-117.406853,Albertsons-Spokane #242
Spokane Washington 99206,47.64743,-117.256099,Albertsons-Spokane #258
Spokane Washington 99223,47.613624,-117.360499,Albertsons-Spokane #268
St Augustine Florida 32084,29.903135,-81.33274,Albertsons-St Augustine #4367
St Petersburg Florida 337041314,41.147011,-79.67704,Albertsons-St Petersburg #4302
Sun City California 92586,33.70833,-117.197491,Albertsons-Sun City #691   (6791)
Sunnyvale California 94087,37.352085,-122.037089,Albertsons-Sunnyvale #7103
Surprise Arizona 85374,33.644383,-112.385919,Albertsons-Surprise #1026
Tacoma Washington 98444,47.15444,-122.447514,Albertsons-Tacoma #493
Temecula California 92590,33.49044,-117.199009,Albertsons-Temecula #6706
Temecula California 92589,33.502481,-117.166931,Albertsons-Temecula #6753
Tempe Arizona 85283,33.36467,-111.928604,Albertsons-Tempe #940
Thornton Colorado 80229,39.863175,-104.959479,Albertsons-Thornton #892
Thousand Oaks California 91360,34.196471,-118.859442,Albertsons-Thousand Oaks #6369
Tigard Oregon 97204,45.517859,-122.67408,Albertsons-Tigard #565
Tigard Oregon 97223,45.420938,-122.744969,Albertsons-Tigard #576
Torrance California 90503,33.83521,-118.350649,Albertsons-Torrance #6153
Tracy California 95376,37.736506,-121.4339,Albertsons-Tracy #7295
Troutdale Oregon 97060,45.52809,-122.393329,Albertsons-Troutdale #536
Tucson Arizona 85745,32.24578,-111.029359,Albertsons-Tucson #972
Tucson Arizona 85704,32.3302,-110.984759,Albertsons-Tucson #988
Tujunga California 91042,34.25634,-118.284979,Albertsons-Tujunga #6397 (6370)
Ukiah California 95482,39.16018,-123.205352,Albertsons-Ukiah #708   (7008)
Vacaville California 95688,38.38277,-121.98558,Albertsons-Vacaville #7272
Vacaville California 95687,38.34628,-121.955159,Albertsons-Vacaville #7281
Vallejo California 94589,38.14335,-122.246729,Albertsons-Vallejo #7254
Van Nuys California 91405,34.201195,-118.447489,Albertsons-Van Nuys #626 6389
Vancouver Washington 98682,45.66649,-122.516189,Albertsons-Vancouver #511
Victorville California 92392,34.48026,-117.386534,Albertsons-Victorville #6530
Visalia California 93277,36.30779,-119.325689,Albertsons-Visalia #7252
Vista California 92083,33.19768,-117.248815,Albertsons-Vista #6797
Walla Walla Washington 99362,46.07729,-118.308779,Albertsons-Walla Walla #225
West Jordan Utah 84084,40.60675,-111.938754,Albertsons-West Jordan #385
Aliso Viejo California 92653,33.601723,-117.690361,Aliso Viejo
Seattle Washington 981162812,47.595127,-122.385742,Alki Ave.
New York New York 10002,40.714512,-73.992951,Allen - Delancey
Allen Park Michigan 48101,42.228335,-83.229864,Allen Park
Boston Massachusetts 02215,42.29401,-71.067469,Allston (Star Market)
Chandler Arizona 852251883,33.302879,-111.84082,Alma School - Elliot Rd  Chandler
San Jose California 95129,37.306478,-122.00113,Almaden - Blossom Hill - San Jose
San Jose California 95125,37.293939,-121.894251,Almaden - Curtner - San Jose
San Jose California 951202918,37.338451,-121.88578,Almaden Center - San Jose
Winter Park Florida 32792,28.60891,-81.301664,Aloma Ave - Lakemont Rd
Azusa California 917022740,34.133621,-117.905586,Alosta - Barranca  Azusa
Alpharetta Georgia 30022,34.031041,-84.251146,Alpharetta Barnes - Noble
Alpharetta Georgia 30022,34.021318,-84.268527,Alpharetta Crossing
Bell California 90201,33.97039,-118.171824,Altantic - Florence  Bell (UCO)
Chicago Illinois 60614,41.923765,-87.646404,Altgeld - Lincoln
Irvine California 92614,33.686887,-117.825348,Alton - Culver  Irvine
Irvine California 92604,33.688291,-117.78896,Alton Square - Irvine
Irvine California 92618,33.667742,-117.743388,Alton Technology - Irvine
Greater Manchester England WA14 2SU,53.381159,-2.355909,Altrincham - Sainsbury's
Pleasanton California 94588,37.662045,-121.864868,Amador Center (aka Amador Plaza)
Dublin California 94568,37.71615,-121.906729,Amador Valley - Village Pkwy - Dubl
Lafayette Louisiana 70506,30.192645,-92.075129,Ambassador Pkwy - Inez
West Vancouver British Columbia V7V 1J3,49.32815,-123.160594,Ambleside
Fort Worth Texas 76155,32.82342,-97.055669,Amer. Airlines CP-4 Lobby Esp Cart
Fort Worth Texas 76155,32.82342,-97.055669,Amer. Airlines Flght Academy Lobby
Phoenix Arizona 85004,33.446072,-112.072243,America West Arena
American Canyon California 94503,38.201414,-122.25606,American Canyon - Highway 29
American Fork Utah 84003,40.37782,-111.797479,American Fork-Salt Lake
Durham North Carolina 27701,35.995275,-78.896014,American Tobacco Historic District
Amherst Massachusetts 01002,42.391071,-72.411889,Amherst
Grand Rapids Michigan 49503,42.96641,-85.671179,Amway Grand Plaza
Bel Air Maryland 21014,39.547437,-76.317025,Amyclae
Anaheim Hills California 92807,33.850619,-117.778751,Anaheim Hills
